"@timestamp",message,"geoip.ip","geoip.city_name","geoip.country_name"
"Sep 23, 2022 @ 11:36:25.367","Sep 23 11:36:24 mail postfix/smtps/smtpd[11342]: warning: unknown[186.235.193.57]: SASL LOGIN authentication failed: authentication failure","186.235.193.57","Ouro Branco",Brazil
"Sep 23, 2022 @ 11:34:09.097","Sep 23 11:34:01 mail postfix/smtps/smtpd[11342]: warning: unknown[178.216.165.187]: SASL LOGIN authentication failed: authentication failure","178.216.165.187","Pavlovskiy Posad",Russia
"Sep 23, 2022 @ 11:33:46.078","Sep 23 11:33:45 mail postfix/smtps/smtpd[11342]: warning: unknown[217.72.125.206]: SASL LOGIN authentication failed: authentication failure","217.72.125.206","Berwick-Upon-Tweed","United Kingdom"
"Sep 23, 2022 @ 11:29:11.706","Sep 23 11:29:11 mail postfix/smtps/smtpd[11342]: warning: unknown[199.193.96.141]: SASL LOGIN authentication failed: authentication failure","199.193.96.141",Platteville,"United States"
"Sep 23, 2022 @ 11:29:05.701","Sep 23 11:29:05 mail postfix/smtps/smtpd[11342]: warning: unknown[222.180.100.198]: SASL LOGIN authentication failed: authentication failure","222.180.100.198","-",China
"Sep 23, 2022 @ 11:22:10.078","Sep 23 11:22:09 mail postfix/smtps/smtpd[8220]: warning: unknown[122.160.128.150]: SASL LOGIN authentication failed: authentication failure","122.160.128.150",Delhi,India
"Sep 23, 2022 @ 11:21:59.024","Sep 23 11:21:51 mail postfix/smtps/smtpd[8220]: warning: unknown[60.171.135.254]: SASL LOGIN authentication failed: authentication failure","60.171.135.254","-",China
"Sep 23, 2022 @ 11:17:40.715","Sep 23 11:17:38 mail postfix/smtps/smtpd[4249]: warning: unknown[123.125.127.37]: SASL LOGIN authentication failed: authentication failure","123.125.127.37","-",China
"Sep 23, 2022 @ 11:17:24.707","Sep 23 11:17:24 mail postfix/smtps/smtpd[4249]: warning: user-24-214-247-74.knology.net[24.214.247.74]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 11:16:55.566","Sep 23 11:16:53 mail postfix/smtps/smtpd[4249]: warning: unknown[220.87.225.220]: SASL LOGIN authentication failed: authentication failure","220.87.225.220",Gunsan,"South Korea"
"Sep 23, 2022 @ 11:16:43.560","Sep 23 11:16:40 mail postfix/smtps/smtpd[4249]: warning: unknown[198.74.77.206]: SASL LOGIN authentication failed: authentication failure","198.74.77.206",Berne,"United States"
"Sep 23, 2022 @ 11:13:30.338","Sep 23 11:13:29 mail postfix/smtps/smtpd[1922]: warning: unknown[38.147.41.220]: SASL LOGIN authentication failed: authentication failure","38.147.41.220",Forsyth,"United States"
"Sep 23, 2022 @ 11:13:13.941","Sep 23 11:13:10 mail postfix/smtps/smtpd[1922]: warning: c-98-35-126-60.hsd1.ca.comcast.net[98.35.126.60]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 11:10:58.548","Sep 23 11:10:58 mail postfix/smtps/smtpd[1922]: warning: unknown[183.62.71.246]: SASL LOGIN authentication failed: authentication failure","183.62.71.246",Shenzhen,China
"Sep 23, 2022 @ 11:10:27.237","Sep 23 11:10:25 mail postfix/smtps/smtpd[1922]: warning: unknown[45.221.8.153]: SASL LOGIN authentication failed: authentication failure","45.221.8.153",Kampala,Uganda
"Sep 23, 2022 @ 11:09:16.882","Sep 23 11:09:13 mail postfix/smtps/smtpd[1922]: warning: unknown[218.151.48.83]: SASL LOGIN authentication failed: authentication failure","218.151.48.83",Iksan,"South Korea"
"Sep 23, 2022 @ 11:09:04.877","Sep 23 11:09:04 mail postfix/smtps/smtpd[1922]: warning: 50-194-9-209-static.hfc.comcastbusiness.net[50.194.9.209]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:59:09.102","Sep 23 10:59:05 mail postfix/smtps/smtpd[29613]: warning: unknown[223.30.218.162]: SASL LOGIN authentication failed: authentication failure","223.30.218.162",Silvassa,India
"Sep 23, 2022 @ 10:58:50.068","Sep 23 10:58:48 mail postfix/smtps/smtpd[29613]: warning: cpe-24-94-7-176.san.res.rr.com[24.94.7.176]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:54:29.360","Sep 23 10:54:26 mail postfix/smtps/smtpd[25354]: warning: unknown[81.24.123.234]: SASL LOGIN authentication failed: authentication failure","81.24.123.234","Imeni Sverdlova",Russia
"Sep 23, 2022 @ 10:54:17.353","Sep 23 10:54:17 mail postfix/smtps/smtpd[27362]: warning: unknown[222.75.12.78]: SASL LOGIN authentication failed: authentication failure","222.75.12.78","-",China
"Sep 23, 2022 @ 10:53:59.349","Sep 23 10:53:51 mail postfix/smtps/smtpd[25354]: warning: 42-200-72-191.static.imsbiz.com[42.200.72.191]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:53:28.162","Sep 23 10:53:27 mail postfix/smtps/smtpd[25354]: warning: c-67-172-122-65.hsd1.ca.comcast.net[67.172.122.65]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:50:33.083","Sep 23 10:50:30 mail postfix/smtps/smtpd[25354]: warning: unknown[190.156.50.212]: SASL LOGIN authentication failed: authentication failure","190.156.50.212","Medellín",Colombia
"Sep 23, 2022 @ 10:50:12.008","Sep 23 10:50:09 mail postfix/smtps/smtpd[25354]: warning: net84-253-188-171.mclink.it[84.253.188.171]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:47:40.679","Sep 23 10:47:38 mail postfix/smtps/smtpd[23178]: warning: unknown[210.245.5.146]: SASL LOGIN authentication failed: authentication failure","210.245.5.146",Hanoi,Vietnam
"Sep 23, 2022 @ 10:47:25.659","Sep 23 10:47:24 mail postfix/smtps/smtpd[23178]: warning: 179-197-108-14.user.veloxzone.com.br[179.197.108.14]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:36:19.365","Sep 23 10:36:18 mail postfix/smtps/smtpd[15959]: warning: unknown[183.97.255.121]: SASL LOGIN authentication failed: authentication failure","183.97.255.121","Pocheon-si","South Korea"
"Sep 23, 2022 @ 10:36:06.357","Sep 23 10:36:04 mail postfix/smtps/smtpd[15959]: warning: 45-177-111-204.ims-ipv4.com[45.177.111.204]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:31:48.760","Sep 23 10:31:48 mail postfix/smtps/smtpd[15959]: warning: unknown[193.200.116.76]: SASL LOGIN authentication failed: authentication failure","193.200.116.76",Somain,France
"Sep 23, 2022 @ 10:31:31.751","Sep 23 10:31:25 mail postfix/smtps/smtpd[15959]: warning: unknown[219.129.96.2]: SASL LOGIN authentication failed: authentication failure","219.129.96.2","-",China
"Sep 23, 2022 @ 10:30:52.701","Sep 23 10:30:51 mail postfix/smtps/smtpd[15959]: warning: 100.ip-51-77-245.eu[51.77.245.100]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:30:33.696","Sep 23 10:30:32 mail postfix/smtps/smtpd[15959]: warning: c-68-62-30-217.hsd1.mi.comcast.net[68.62.30.217]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:27:47.676","Sep 23 10:27:46 mail postfix/smtps/smtpd[11974]: warning: unknown[61.98.205.226]: SASL LOGIN authentication failed: authentication failure","61.98.205.226","Gangnam-gu","South Korea"
"Sep 23, 2022 @ 10:27:33.475","Sep 23 10:27:33 mail postfix/smtps/smtpd[11974]: warning: unknown[82.149.104.214]: SASL LOGIN authentication failed: authentication failure","82.149.104.214",Eisenstadt,Austria
"Sep 23, 2022 @ 10:24:43.498","Sep 23 10:24:43 mail postfix/smtps/smtpd[12842]: warning: c-73-107-147-137.hsd1.fl.comcast.net[73.107.147.137]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:24:33.489","Sep 23 10:24:32 mail postfix/smtps/smtpd[11974]: warning: 210-61-208-39.hinet-ip.hinet.net[210.61.208.39]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:17:56.317","Sep 23 10:17:54 mail postfix/smtps/smtpd[6355]: warning: 217-133-133-101.static.clienti.tiscali.it[217.133.133.101]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:17:43.295","Sep 23 10:17:39 mail postfix/smtps/smtpd[6355]: warning: unknown[45.179.149.42]: SASL LOGIN authentication failed: authentication failure","45.179.149.42","-",Brazil
"Sep 23, 2022 @ 10:15:31.947","Sep 23 10:15:31 mail postfix/smtps/smtpd[6355]: warning: 201.160.168.217.cable.dyn.cableonline.com.mx[201.160.168.217]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:15:04.896","Sep 23 10:15:01 mail postfix/smtps/smtpd[6355]: warning: c-98-192-59-130.hsd1.ga.comcast.net[98.192.59.130]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:13:07.718","Sep 23 10:13:07 mail postfix/smtps/smtpd[3856]: warning: 85.219.119.252.dyn.user.ono.com[85.219.119.252]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:12:58.712","Sep 23 10:12:57 mail postfix/smtps/smtpd[6355]: warning: unknown[218.249.89.194]: SASL LOGIN authentication failed: authentication failure","218.249.89.194","-",China
"Sep 23, 2022 @ 10:08:39.503","Sep 23 10:08:35 mail postfix/smtps/smtpd[2611]: warning: unknown[66.111.87.39]: SASL LOGIN authentication failed: authentication failure","66.111.87.39",Beaufort,"United States"
"Sep 23, 2022 @ 10:08:26.496","Sep 23 10:08:25 mail postfix/smtps/smtpd[3856]: warning: unknown[182.70.115.25]: SASL LOGIN authentication failed: authentication failure","182.70.115.25",Mumbai,India
"Sep 23, 2022 @ 10:07:59.478","Sep 23 10:07:59 mail postfix/smtps/smtpd[2611]: warning: cpe-172-91-16-82.socal.res.rr.com[172.91.16.82]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:07:51.466","Sep 23 10:07:48 mail postfix/smtps/smtpd[2611]: warning: unknown[45.221.8.154]: SASL LOGIN authentication failed: authentication failure","45.221.8.154",Kampala,Uganda
"Sep 23, 2022 @ 10:05:02.218","Sep 23 10:05:01 mail postfix/smtps/smtpd[981]: warning: unknown[223.82.114.126]: SASL LOGIN authentication failed: authentication failure","223.82.114.126","-",China
"Sep 23, 2022 @ 10:04:47.198","Sep 23 10:04:46 mail postfix/smtps/smtpd[981]: warning: unknown[103.178.159.211]: SASL LOGIN authentication failed: authentication failure","103.178.159.211","-",India
"Sep 23, 2022 @ 10:01:55.108","Sep 23 10:01:53 mail postfix/smtps/smtpd[981]: warning: vps-cf0020e7.vps.ovh.net[217.182.74.28]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 10:01:44.096","Sep 23 10:01:41 mail postfix/smtps/smtpd[981]: warning: unknown[210.121.243.157]: SASL LOGIN authentication failed: authentication failure","210.121.243.157",Gunpo,"South Korea"
"Sep 23, 2022 @ 09:50:00.359","Sep 23 09:49:57 mail postfix/smtps/smtpd[26779]: warning: unknown[216.51.185.199]: SASL LOGIN authentication failed: authentication failure","216.51.185.199",Moulton,"United States"
"Sep 23, 2022 @ 09:49:48.355","Sep 23 09:49:47 mail postfix/smtps/smtpd[26779]: warning: unknown[31.154.185.118]: SASL LOGIN authentication failed: authentication failure","31.154.185.118","Tel Aviv",Israel
"Sep 23, 2022 @ 09:45:44.759","Sep 23 09:45:43 mail postfix/smtps/smtpd[20710]: warning: unknown[171.34.165.58]: SASL LOGIN authentication failed: authentication failure","171.34.165.58","-",China
"Sep 23, 2022 @ 09:45:32.677","Sep 23 09:45:30 mail postfix/smtps/smtpd[25835]: warning: 189.215.84.218.cable.dyn.cableonline.com.mx[189.215.84.218]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:45:26.671","Sep 23 09:45:24 mail postfix/smtps/smtpd[20710]: warning: unknown[180.101.132.61]: SASL LOGIN authentication failed: authentication failure","180.101.132.61","-",China
"Sep 23, 2022 @ 09:44:50.585","Sep 23 09:44:49 mail postfix/smtps/smtpd[20710]: warning: unknown[45.221.8.198]: SASL LOGIN authentication failed: authentication failure","45.221.8.198",Kampala,Uganda
"Sep 23, 2022 @ 09:41:51.862","Sep 23 09:41:49 mail postfix/smtps/smtpd[22909]: warning: unknown[196.1.238.162]: SASL LOGIN authentication failed: authentication failure","196.1.238.162","-",Sudan
"Sep 23, 2022 @ 09:41:25.845","Sep 23 09:41:25 mail postfix/smtps/smtpd[22909]: warning: cpe-70-113-201-122.stx.res.rr.com[70.113.201.122]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:39:40.753","Sep 23 09:39:36 mail postfix/smtps/smtpd[20710]: warning: unknown[103.167.143.187]: SASL LOGIN authentication failed: authentication failure","103.167.143.187","-",Indonesia
"Sep 23, 2022 @ 09:38:42.549","Sep 23 09:38:42 mail postfix/smtps/smtpd[20710]: warning: unknown[103.89.58.230]: SASL LOGIN authentication failed: authentication failure","103.89.58.230",Lucknow,India
"Sep 23, 2022 @ 09:27:13.908","Sep 23 09:27:11 mail postfix/smtps/smtpd[14636]: warning: unknown[218.94.144.82]: SASL LOGIN authentication failed: authentication failure","218.94.144.82","-",China
"Sep 23, 2022 @ 09:26:46.882","Sep 23 09:26:46 mail postfix/smtps/smtpd[14636]: warning: unknown[188.134.16.20]: SASL LOGIN authentication failed: authentication failure","188.134.16.20","St Petersburg",Russia
"Sep 23, 2022 @ 09:23:16.506","Sep 23 09:23:15 mail postfix/smtps/smtpd[14636]: warning: 76-14-236-34.or.wavecable.com[76.14.236.34]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:23:02.481","Sep 23 09:23:02 mail postfix/smtps/smtpd[7747]: warning: 86.72.105.93-rev.hti.pl[93.105.72.86]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:22:03.448","Sep 23 09:22:03 mail postfix/smtps/smtpd[14636]: warning: unknown[221.226.50.162]: SASL LOGIN authentication failed: authentication failure","221.226.50.162",Nanjing,China
"Sep 23, 2022 @ 09:21:52.444","Sep 23 09:21:47 mail postfix/smtps/smtpd[7747]: warning: unknown[223.82.239.143]: SASL LOGIN authentication failed: authentication failure","223.82.239.143","-",China
"Sep 23, 2022 @ 09:18:48.457","Sep 23 09:18:42 mail postfix/smtps/smtpd[7747]: warning: unknown[218.93.220.195]: SASL LOGIN authentication failed: authentication failure","218.93.220.195","-",China
"Sep 23, 2022 @ 09:18:17.449","Sep 23 09:18:16 mail postfix/smtps/smtpd[7747]: warning: unknown[187.50.67.114]: SASL LOGIN authentication failed: authentication failure","187.50.67.114",Sorocaba,Brazil
"Sep 23, 2022 @ 09:16:07.245","Sep 23 09:16:06 mail postfix/smtps/smtpd[7747]: warning: unknown[45.221.11.38]: SASL LOGIN authentication failed: authentication failure","45.221.11.38",Kampala,Uganda
"Sep 23, 2022 @ 09:15:26.840","Sep 23 09:15:26 mail postfix/smtps/smtpd[7747]: warning: static-50-127-177-194.chtn.wv.frontiernet.net[50.127.177.194]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:14:44.819","Sep 23 09:14:41 mail postfix/smtps/smtpd[7747]: warning: unknown[222.218.17.20]: SASL LOGIN authentication failed: authentication failure","222.218.17.20","-",China
"Sep 23, 2022 @ 09:14:18.803","Sep 23 09:14:17 mail postfix/smtps/smtpd[7747]: warning: cpe-107-185-233-61.socal.res.rr.com[107.185.233.61]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 09:04:01.534","Sep 23 09:04:00 mail postfix/smtps/smtpd[32479]: warning: unknown[43.246.139.248]: SASL LOGIN authentication failed: authentication failure","43.246.139.248",Pollachi,India
"Sep 23, 2022 @ 09:03:53.522","Sep 23 09:03:46 mail postfix/smtps/smtpd[32479]: warning: unknown[87.248.181.233]: SASL LOGIN authentication failed: authentication failure","87.248.181.233",Chisinau,Moldova
"Sep 23, 2022 @ 08:59:50.418","Sep 23 08:59:48 mail postfix/smtps/smtpd[32479]: warning: unknown[46.32.72.76]: SASL LOGIN authentication failed: authentication failure","46.32.72.76",Lomonosov,Russia
"Sep 23, 2022 @ 08:59:34.413","Sep 23 08:59:31 mail postfix/smtps/smtpd[32479]: warning: bl21-173-209.dsl.telepac.pt[2.82.173.209]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:58:56.397","Sep 23 08:58:53 mail postfix/smtps/smtpd[32479]: warning: unknown[122.169.115.179]: SASL LOGIN authentication failed: authentication failure","122.169.115.179",Ahmedabad,India
"Sep 23, 2022 @ 08:58:41.389","Sep 23 08:58:40 mail postfix/smtps/smtpd[32479]: warning: unknown[61.78.146.168]: SASL LOGIN authentication failed: authentication failure","61.78.146.168","Yangcheon-gu","South Korea"
"Sep 23, 2022 @ 08:55:51.043","Sep 23 08:55:48 mail postfix/smtps/smtpd[1261]: warning: l37-195-215-61.novotelecom.ru[37.195.215.61]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:55:38.971","Sep 23 08:55:37 mail postfix/smtps/smtpd[32479]: warning: 217.105.232.35.bc.googleusercontent.com[35.232.105.217]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:53:09.143","Sep 23 08:53:07 mail postfix/smtps/smtpd[32479]: warning: unknown[87.236.232.226]: SASL LOGIN authentication failed: authentication failure","87.236.232.226",Irbid,Jordan
"Sep 23, 2022 @ 08:52:44.701","Sep 23 08:52:43 mail postfix/smtps/smtpd[32466]: warning: unknown[117.133.35.58]: SASL LOGIN authentication failed: authentication failure","117.133.35.58","-",China
"Sep 23, 2022 @ 08:43:14.677","Sep 23 08:43:11 mail postfix/smtps/smtpd[20425]: warning: unknown[45.221.11.24]: SASL LOGIN authentication failed: authentication failure","45.221.11.24",Kampala,Uganda
"Sep 23, 2022 @ 08:43:00.669","Sep 23 08:42:57 mail postfix/smtps/smtpd[20425]: warning: unknown[186.179.100.100]: SASL LOGIN authentication failed: authentication failure","186.179.100.100","Bogotá",Colombia
"Sep 23, 2022 @ 08:41:12.475","Sep 23 08:41:10 mail postfix/smtps/smtpd[26953]: warning: unknown[189.56.222.133]: SASL LOGIN authentication failed: authentication failure","189.56.222.133",Salto,Brazil
"Sep 23, 2022 @ 08:40:57.453","Sep 23 08:40:56 mail postfix/smtps/smtpd[20425]: warning: 96-85-110-193-static.hfc.comcastbusiness.net[96.85.110.193]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:36:39.221","Sep 23 08:36:38 mail postfix/smtps/smtpd[24866]: warning: c-73-128-71-236.hsd1.dc.comcast.net[73.128.71.236]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:36:32.216","Sep 23 08:36:29 mail postfix/smtps/smtpd[24866]: warning: unknown[212.102.58.170]: SASL LOGIN authentication failed: authentication failure","212.102.58.170",Chicago,"United States"
"Sep 23, 2022 @ 08:36:32.216","Sep 23 08:36:30 mail postfix/smtps/smtpd[20425]: warning: 189.113.186.54.mgttelecom.com.br[189.113.186.54]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:35:57.071","Sep 23 08:35:56 mail postfix/smtps/smtpd[20425]: warning: unknown[171.34.43.121]: SASL LOGIN authentication failed: authentication failure","171.34.43.121","-",China
"Sep 23, 2022 @ 08:32:38.833","Sep 23 08:32:38 mail postfix/smtps/smtpd[20425]: warning: c-67-172-86-221.hsd1.mi.comcast.net[67.172.86.221]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 08:32:26.823","Sep 23 08:32:24 mail postfix/smtps/smtpd[20425]: warning: unknown[87.236.232.226]: SASL LOGIN authentication failed: authentication failure","87.236.232.226",Irbid,Jordan
"Sep 23, 2022 @ 08:30:14.773","Sep 23 08:30:14 mail postfix/smtps/smtpd[21387]: warning: unknown[223.84.17.15]: SASL LOGIN authentication failed: authentication failure","223.84.17.15","-",China
"Sep 23, 2022 @ 08:29:55.462","Sep 23 08:29:54 mail postfix/smtps/smtpd[20425]: warning: unknown[109.86.147.186]: SASL LOGIN authentication failed: authentication failure","109.86.147.186",Kyiv,Ukraine
"Sep 23, 2022 @ 08:29:38.019","Sep 23 08:29:37 mail postfix/smtps/smtpd[20425]: warning: unknown[194.146.235.50]: SASL LOGIN authentication failed: authentication failure","194.146.235.50",Yablanitsa,Bulgaria
"Sep 23, 2022 @ 08:18:16.710","Sep 23 08:18:16 mail postfix/smtps/smtpd[13458]: warning: unknown[193.33.101.229]: SASL LOGIN authentication failed: authentication failure","193.33.101.229","-",Russia
"Sep 23, 2022 @ 08:18:07.220","Sep 23 08:17:59 mail postfix/smtps/smtpd[13458]: warning: unknown[222.128.28.51]: SASL LOGIN authentication failed: authentication failure","222.128.28.51",Beijing,China
"Sep 23, 2022 @ 08:14:17.479","Sep 23 08:14:10 mail postfix/smtps/smtpd[13458]: warning: unknown[27.72.47.150]: SASL LOGIN authentication failed: authentication failure","27.72.47.150","Bac Ninh",Vietnam
"Sep 23, 2022 @ 08:13:39.453","Sep 23 08:13:36 mail postfix/smtps/smtpd[13458]: warning: unknown[210.56.26.183]: SASL LOGIN authentication failed: authentication failure","210.56.26.183",Sialkot,Pakistan
"Sep 23, 2022 @ 08:13:29.449","Sep 23 08:13:29 mail postfix/smtps/smtpd[10493]: warning: unknown[59.13.81.175]: SASL LOGIN authentication failed: authentication failure","59.13.81.175","Bucheon-si","South Korea"
"Sep 23, 2022 @ 08:12:57.743","Sep 23 08:12:56 mail postfix/smtps/smtpd[10493]: warning: unknown[178.35.228.213]: SASL LOGIN authentication failed: authentication failure","178.35.228.213","Taman'",Russia
"Sep 23, 2022 @ 08:09:49.100","Sep 23 08:09:48 mail postfix/smtps/smtpd[10493]: warning: unknown[159.66.236.51]: SASL LOGIN authentication failed: authentication failure","159.66.236.51","-","United States"
"Sep 23, 2022 @ 08:09:30.095","Sep 23 08:09:27 mail postfix/smtps/smtpd[10493]: warning: unknown[122.170.3.241]: SASL LOGIN authentication failed: authentication failure","122.170.3.241",Ahmedabad,India
"Sep 23, 2022 @ 08:07:12.925","Sep 23 08:07:12 mail postfix/smtps/smtpd[9595]: warning: unknown[222.188.5.70]: SASL LOGIN authentication failed: authentication failure","222.188.5.70",Yancheng,China
"Sep 23, 2022 @ 08:06:46.395","Sep 23 08:06:46 mail postfix/smtps/smtpd[10493]: warning: c-24-128-201-33.hsd1.mi.comcast.net[24.128.201.33]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:55:28.887","Sep 23 07:55:28 mail postfix/smtps/smtpd[3232]: warning: unknown[220.249.1.146]: SASL LOGIN authentication failed: authentication failure","220.249.1.146","-",China
"Sep 23, 2022 @ 07:55:00.864","Sep 23 07:54:57 mail postfix/smtps/smtpd[3232]: warning: unknown[45.221.8.200]: SASL LOGIN authentication failed: authentication failure","45.221.8.200",Kampala,Uganda
"Sep 23, 2022 @ 07:50:47.404","Sep 23 07:50:46 mail postfix/smtps/smtpd[2263]: warning: c-73-160-26-33.hsd1.nj.comcast.net[73.160.26.33]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:50:41.357","Sep 23 07:50:37 mail postfix/smtps/smtpd[2247]: warning: 170.sub-166-142-163.myvzw.com[166.142.163.170]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:50:32.718","Sep 23 07:50:31 mail postfix/smtps/smtpd[1454]: warning: c-71-227-132-92.hsd1.wa.comcast.net[71.227.132.92]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:50:02.151","Sep 23 07:50:01 mail postfix/smtps/smtpd[1454]: warning: unknown[170.55.118.34]: SASL LOGIN authentication failed: authentication failure","170.55.118.34",Miami,"United States"
"Sep 23, 2022 @ 07:47:10.424","Sep 23 07:47:09 mail postfix/smtps/smtpd[31298]: warning: unknown[60.223.250.50]: SASL LOGIN authentication failed: authentication failure","60.223.250.50","-",China
"Sep 23, 2022 @ 07:46:45.398","Sep 23 07:46:44 mail postfix/smtps/smtpd[31298]: warning: 93-61-86-82.ip145.fastwebnet.it[93.61.86.82]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:44:30.337","Sep 23 07:44:28 mail postfix/smtps/smtpd[31654]: warning: unknown[122.187.225.8]: SASL LOGIN authentication failed: authentication failure","122.187.225.8","-",India
"Sep 23, 2022 @ 07:44:30.336","Sep 23 07:44:28 mail postfix/smtps/smtpd[25840]: warning: unknown[45.226.228.230]: SASL LOGIN authentication failed: authentication failure","45.226.228.230","Villa Martelli",Argentina
"Sep 23, 2022 @ 07:44:12.295","Sep 23 07:44:12 mail postfix/smtps/smtpd[25840]: warning: unknown[112.28.74.173]: SASL LOGIN authentication failed: authentication failure","112.28.74.173","-",China
"Sep 23, 2022 @ 07:43:55.272","Sep 23 07:43:49 mail postfix/smtps/smtpd[25840]: warning: unknown[40.73.101.187]: SASL LOGIN authentication failed: authentication failure","40.73.101.187",Shanghai,China
"Sep 23, 2022 @ 07:34:07.110","Sep 23 07:34:06 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:33:48.096","Sep 23 07:33:43 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:33:23.090","Sep 23 07:33:19 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:57.069","Sep 23 07:32:56 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:55.067","Sep 23 07:32:54 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:52.064","Sep 23 07:32:51 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:37.018","Sep 23 07:32:34 mail postfix/smtps/smtpd[23420]: warning: unknown[223.197.166.78]: SASL LOGIN authentication failed: authentication failure","223.197.166.78",Central,"Hong Kong"
"Sep 23, 2022 @ 07:32:28.007","Sep 23 07:32:27 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:03.027","Sep 23 07:32:02 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:32:03.026","Sep 23 07:32:02 mail postfix/smtps/smtpd[23420]: warning: 189.113.186.201.mgttelecom.com.br[189.113.186.201]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:31:42.013","Sep 23 07:31:38 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 07:31:12.008","Sep 23 07:31:11 mail postfix/submission/smtpd[25164]: warning: unknown[51.142.89.205]: SASL LOGIN authentication failed: authentication failure","-","-","-"
